Date,No of Persons,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,BREAKFAST,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,LUNCH,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER,DINNER
7,290,29,8.4,7.25,3,15.53571429,8.9,14.5,7.4,20.71428571,5.8,37.28571429,3.2,8.285714286,0,25.89285714,13.2,31.07142857,6.3,50.75,9.6,227.8571429,12.3,2.071428571,0.8,41.42857143,4.7,932.1428571,27.2,6.214285714,3.6,41.42857143,18,50.75,13.4,1035.714286,16.8,227.8571429,15.1,10.35714286,5.4,2.589285714,1
1,292,29.2,8,7.3,4.2,15.64285714,5.1,14.6,5.6,20.85714286,5.3,37.54285714,3,8.342857143,0,26.07142857,15.8,31.28571429,8.9,51.1,10.6,229.4285714,13,2.085714286,0.8,41.71428571,7.2,938.5714286,18.1,6.257142857,3,41.71428571,20.9,51.1,13.5,1042.857143,15.4,229.4285714,13.2,10.42857143,4.5,2.607142857,1
2,300,30,2.8,7.5,1.2,16.07142857,1.8,15,4.5,21.42857143,4.7,38.57142857,1.6,8.571428571,0,26.78571429,6.8,32.14285714,4.3,52.5,7.8,235.7142857,4.7,2.142857143,0.3,42.85714286,1.5,964.2857143,9.7,6.428571429,2.7,42.85714286,3.6,52.5,5.7,1071.428571,7.2,235.7142857,9.7,10.71428571,1.9,2.678571429,0.3
3,286,28.6,7.5,7.15,3.6,15.32142857,6.9,14.3,7.5,20.42857143,8.4,36.77142857,3.5,8.171428571,0,25.53571429,15.7,30.64285714,6.5,50.05,15.8,224.7142857,12.3,2.042857143,1.1,40.85714286,5.7,919.2857143,21.9,6.128571429,3.8,40.85714286,12.4,50.05,10.6,1021.428571,17.8,224.7142857,14,10.21428571,4.4,2.553571429,1
4,302,30.2,4.3,7.55,1.7,16.17857143,2.9,15.1,2.9,21.57142857,2.3,38.82857143,1.6,8.628571429,0,26.96428571,5.9,32.35714286,4.1,52.85,2.8,237.2857143,5,2.157142857,0.3,43.14285714,3.9,970.7142857,9.7,6.471428571,2.3,43.14285714,4.1,52.85,2.9,1078.571429,7.5,237.2857143,7.2,10.78571429,1.7,2.696428571,0
5,259,25.9,5.2,6.475,3.7,13.875,8.1,12.95,5.3,18.5,8,33.3,3,7.4,0,23.125,12.6,27.75,7.8,45.325,9.2,203.5,13.2,1.85,0.5,37,6.6,832.5,25.6,5.55,3.3,37,15,45.325,11.7,925,15.5,203.5,13.9,9.25,5.7,2.3125,1
6,264,26.4,5.8,6.6,3.6,14.14285714,6.7,13.2,9,18.85714286,9.7,33.94285714,3.3,7.542857143,0,23.57142857,11.3,28.28571429,8.8,46.2,9,207.4285714,12,1.885714286,0.5,37.71428571,4.1,848.5714286,18.1,5.657142857,3.1,37.71428571,12,46.2,9.1,942.8571429,14.7,207.4285714,11.2,9.428571429,4.9,2.357142857,1
7,294,29.4,6.8,7.35,4,15.75,4.8,14.7,7.4,21,7.1,37.8,3.2,8.4,0,26.25,11.9,31.5,6,51.45,9.2,231,13.6,2.1,0.9,42,6.4,945,22.5,6.3,3.7,42,14.4,51.45,9.5,1050,19.3,231,15.3,10.5,3.9,2.625,1
1,292,29.2,2.3,7.3,2.3,15.64285714,2.3,14.6,1,20.85714286,3.1,37.54285714,2.4,8.342857143,0,26.07142857,5.3,31.28571429,3.2,51.1,3.1,229.4285714,4.3,2.085714286,0.1,41.71428571,1.6,938.5714286,16.1,6.257142857,2.1,41.71428571,2.1,51.1,5.8,1042.857143,10.9,229.4285714,6.7,10.42857143,1.7,2.607142857,0.2
2,292,29.2,1.7,7.3,1.1,15.64285714,1,14.6,3,20.85714286,2.7,37.54285714,1.1,8.342857143,0,26.07142857,6.6,31.28571429,3.8,51.1,3,229.4285714,4.9,2.085714286,0.1,41.71428571,1.7,938.5714286,14.4,6.257142857,1.2,41.71428571,3.9,51.1,7,1042.857143,9.9,229.4285714,8.4,10.42857143,1.2,2.607142857,0
3,269,26.9,7.6,6.725,3,14.41071429,7.1,13.45,6.9,19.21428571,6.5,34.58571429,3.7,7.685714286,0,24.01785714,13.6,28.82142857,8.2,47.075,12.7,211.3571429,12.7,1.921428571,0.8,38.42857143,5.5,864.6428571,27.9,5.764285714,3.4,38.42857143,9.1,47.075,10.9,960.7142857,15.7,211.3571429,11,9.607142857,4.9,2.401785714,1
4,305,30.5,1.2,7.625,2.1,16.33928571,2.8,15.25,4.4,21.78571429,3.7,39.21428571,2.2,8.714285714,0,27.23214286,8.8,32.67857143,4.5,53.375,5.2,239.6428571,5.2,2.178571429,0.3,43.57142857,1.7,980.3571429,9.6,6.535714286,2.6,43.57142857,7,53.375,0.6,1089.285714,6,239.6428571,7.7,10.89285714,2.1,2.723214286,0.8
5,278,27.8,3.8,6.95,1.5,14.89285714,1.4,13.9,2,19.85714286,3.7,35.74285714,2.9,7.942857143,0,24.82142857,10.8,29.78571429,2.3,48.65,1.2,218.4285714,4.8,1.985714286,0.3,39.71428571,1.2,893.5714286,16.9,5.957142857,1.1,39.71428571,6.4,48.65,0.3,992.8571429,6.6,218.4285714,8.2,9.928571429,1.1,2.482142857,0.9
6,256,25.6,6.5,6.4,4.4,13.71428571,5.8,12.8,8.4,18.28571429,8.5,32.91428571,3.8,7.314285714,0,22.85714286,14.9,27.42857143,6.4,44.8,9.5,201.1428571,12.9,1.828571429,0.9,36.57142857,6.7,822.8571429,24.5,5.485714286,3,36.57142857,9.1,44.8,9.6,914.2857143,19,201.1428571,12.8,9.142857143,4.3,2.285714286,1
7,255,25.5,7.1,6.375,3.3,13.66071429,4.1,12.75,9.5,18.21428571,7.1,32.78571429,3.9,7.285714286,0,22.76785714,12.1,27.32142857,7.9,44.625,12.7,200.3571429,13.1,1.821428571,1.1,36.42857143,5.3,819.6428571,18.4,5.464285714,3.5,36.42857143,13.3,44.625,11,910.7142857,20.6,200.3571429,12.2,9.107142857,4.8,2.276785714,1
1,253,25.3,1.3,6.325,2.5,13.55357143,3.6,12.65,2.9,18.07142857,1.4,32.52857143,1.3,7.228571429,0,22.58928571,7,27.10714286,4.4,44.275,3.1,198.7857143,5.8,1.807142857,0.3,36.14285714,3.2,813.2142857,16.7,5.421428571,1.9,36.14285714,6.6,44.275,6.9,903.5714286,6.1,198.7857143,7.2,9.035714286,2.2,2.258928571,0.7
2,264,26.4,2.9,6.6,1.1,14.14285714,3.3,13.2,2.8,18.85714286,3.8,33.94285714,1.8,7.542857143,0,23.57142857,8.5,28.28571429,2.9,46.2,7,207.4285714,4.3,1.885714286,0.4,37.71428571,3.7,848.5714286,16.3,5.657142857,2.4,37.71428571,7.6,46.2,7.6,942.8571429,6.1,207.4285714,6.2,9.428571429,2.1,2.357142857,0.8
3,282,28.2,7.6,7.05,3.1,15.10714286,8.2,14.1,8,20.14285714,5.6,36.25714286,3,8.057142857,0,25.17857143,14.8,30.21428571,7.7,49.35,11.1,221.5714286,13.8,2.014285714,1.2,40.28571429,6,906.4285714,18.8,6.042857143,3.1,40.28571429,15.2,49.35,11.1,1007.142857,15,221.5714286,15.6,10.07142857,3.2,2.517857143,1
4,262,26.2,5.3,6.55,3,14.03571429,6.5,13.1,7,18.71428571,8.5,33.68571429,3.9,7.485714286,0,23.39285714,13.6,28.07142857,8,45.85,15.5,205.8571429,13.8,1.871428571,1.1,37.42857143,7.3,842.1428571,23.6,5.614285714,3.9,37.42857143,17,45.85,11.5,935.7142857,20.1,205.8571429,14.3,9.357142857,5.9,2.339285714,1
5,268,26.8,5.8,6.7,3.6,14.35714286,5.4,13.4,6.1,19.14285714,9.3,34.45714286,3.1,7.657142857,0,23.92857143,11.6,28.71428571,6.2,46.9,10.7,210.5714286,13.2,1.914285714,0.7,38.28571429,4.8,861.4285714,21.2,5.742857143,3.8,38.28571429,20.6,46.9,13.8,957.1428571,19.4,210.5714286,13.2,9.571428571,3.6,2.392857143,1
6,272,27.2,6.5,6.8,4.6,14.57142857,7.4,13.6,5.5,19.42857143,5.1,34.97142857,3.4,7.771428571,0,24.28571429,12.9,29.14285714,7.8,47.6,11.4,213.7142857,13.5,1.942857143,1.1,38.85714286,5.4,874.2857143,26.9,5.828571429,3,38.85714286,9.3,47.6,8.9,971.4285714,17.6,213.7142857,14.9,9.714285714,5.2,2.428571429,1
7,275,27.5,7.8,6.875,4.8,14.73214286,5.3,13.75,8.1,19.64285714,7.7,35.35714286,3.8,7.857142857,0,24.55357143,12.6,29.46428571,7.9,48.125,11.3,216.0714286,11.9,1.964285714,0.9,39.28571429,7.8,883.9285714,23.2,5.892857143,3.9,39.28571429,11,48.125,10.9,982.1428571,16.7,216.0714286,11.7,9.821428571,5.1,2.455357143,1
1,260,26,1.5,6.5,2,13.92857143,2.9,13,4.2,18.57142857,1.4,33.42857143,1.1,7.428571429,0,23.21428571,7.4,27.85714286,4.6,45.5,6.7,204.2857143,5.8,1.857142857,0.4,37.14285714,3.2,835.7142857,12,5.571428571,2.9,37.14285714,7.3,45.5,0,928.5714286,10.1,204.2857143,8.7,9.285714286,1.7,2.321428571,0
2,306,30.6,5.2,7.65,4.8,16.39285714,5.3,15.3,8.6,21.85714286,6.7,39.34285714,3.5,8.742857143,0,27.32142857,14.3,32.78571429,6.4,53.55,12,240.4285714,12.4,2.185714286,1.1,43.71428571,6,983.5714286,23.3,6.557142857,3.2,43.71428571,15.1,53.55,10.5,1092.857143,20.9,240.4285714,13.2,10.92857143,3.9,2.732142857,1
3,303,30.3,6.7,7.575,3.7,16.23214286,8.8,15.15,8.6,21.64285714,7.9,38.95714286,3.3,8.657142857,0,27.05357143,12.3,32.46428571,6.6,53.025,13,238.0714286,12.6,2.164285714,0.9,43.28571429,7.6,973.9285714,27.2,6.492857143,3.6,43.28571429,15.9,53.025,11.4,1082.142857,16,238.0714286,11.7,10.82142857,3.7,2.705357143,1
4,259,25.9,6.7,6.475,4.9,13.875,8.8,12.95,9.7,18.5,7.5,33.3,3.9,7.4,0,23.125,13,27.75,7.7,45.325,10,203.5,11.7,1.85,0.7,37,7.4,832.5,17.7,5.55,3.9,37,13.6,45.325,14.2,925,18.2,203.5,14.5,9.25,4.1,2.3125,1
5,274,27.4,7.6,6.85,4.5,14.67857143,4.3,13.7,9.4,19.57142857,8.1,35.22857143,3.1,7.828571429,0,24.46428571,11.1,29.35714286,7.1,47.95,14.3,215.2857143,12.3,1.957142857,0.5,39.14285714,4.2,880.7142857,26.7,5.871428571,3.5,39.14285714,10.5,47.95,13.6,978.5714286,19.9,215.2857143,11.3,9.785714286,4.8,2.446428571,1
6,272,27.2,5.3,6.8,4.8,14.57142857,6.5,13.6,8,19.42857143,9.4,34.97142857,3.4,7.771428571,0,24.28571429,15.7,29.14285714,7.3,47.6,13.6,213.7142857,13.3,1.942857143,0.9,38.85714286,7.4,874.2857143,17,5.828571429,3.8,38.85714286,13.7,47.6,8.1,971.4285714,20.9,213.7142857,11.3,9.714285714,4.1,2.428571429,1
7,273,27.3,7.8,6.825,4.2,14.625,5.9,13.65,7.3,19.5,9.1,35.1,3.2,7.8,0,24.375,13.5,29.25,7.9,47.775,12.6,214.5,12.2,1.95,0.7,39,7,877.5,20.1,5.85,3,39,18.8,47.775,13.2,975,20.1,214.5,11.9,9.75,3.2,2.4375,1
1,269,26.9,5.2,6.725,4.6,14.41071429,7.7,13.45,8.5,19.21428571,8.1,34.58571429,3.9,7.685714286,0,24.01785714,13.3,28.82142857,7.5,47.075,11.4,211.3571429,11.6,1.921428571,1.2,38.42857143,7.1,864.6428571,19,5.764285714,3.1,38.42857143,13.6,47.075,9.2,960.7142857,14.7,211.3571429,11.8,9.607142857,5.2,2.401785714,1
2,305,30.5,5.2,7.625,4.9,16.33928571,5.5,15.25,8.3,21.78571429,9.6,39.21428571,3.5,8.714285714,0,27.23214286,12.9,32.67857143,8.6,53.375,9.7,239.6428571,13.2,2.178571429,1.1,43.57142857,6.8,980.3571429,24.9,6.535714286,3.8,43.57142857,17.9,53.375,14.4,1089.285714,21.6,239.6428571,11,10.89285714,5.1,2.723214286,1
3,280,28,6.4,7,3.9,15,4.6,14,6.3,20,6.6,36,3.9,8,0,25,14,30,6.8,49,10.9,220,12.9,2,1,40,7.8,900,26.8,6,3.2,40,8.1,49,8.3,1000,17.7,220,13.4,10,3.9,2.5,1
4,304,30.4,5,7.6,4,16.28571429,4.6,15.2,5.8,21.71428571,8.8,39.08571429,3.3,8.685714286,0,27.14285714,12.7,32.57142857,6.2,53.2,14.8,238.8571429,12,2.171428571,0.9,43.42857143,4,977.1428571,18.7,6.514285714,3.7,43.42857143,17.4,53.2,11.8,1085.714286,20.4,238.8571429,12.5,10.85714286,3.2,2.714285714,1
5,292,29.2,1.9,7.3,1.7,15.64285714,2.5,14.6,1.3,20.85714286,4.6,37.54285714,2.5,8.342857143,0,26.07142857,7.9,31.28571429,4,51.1,6.2,229.4285714,7,2.085714286,0.1,41.71428571,1.4,938.5714286,14.7,6.257142857,2.6,41.71428571,6.7,51.1,0.5,1042.857143,13.9,229.4285714,8.7,10.42857143,1.1,2.607142857,0.6
6,293,29.3,2.4,7.325,1.9,15.69642857,1.2,14.65,4.7,20.92857143,2.6,37.67142857,2,8.371428571,0,26.16071429,8.3,31.39285714,3,51.275,4.8,230.2142857,4,2.092857143,0.3,41.85714286,3.5,941.7857143,11.9,6.278571429,2.6,41.85714286,2.2,51.275,3.2,1046.428571,6.5,230.2142857,9.2,10.46428571,1.7,2.616071429,0.7
7,300,30,3.4,7.5,1.2,16.07142857,2.1,15,1,21.42857143,1.3,38.57142857,2.5,8.571428571,0,26.78571429,4.2,32.14285714,3,52.5,4.5,235.7142857,8.7,2.142857143,0.1,42.85714286,1.8,964.2857143,14.8,6.428571429,2.1,42.85714286,2,52.5,2.4,1071.428571,7.1,235.7142857,9.7,10.71428571,2,2.678571429,0.7
1,290,29,6.6,7.25,3.9,15.53571429,8,14.5,8.6,20.71428571,9.9,37.28571429,3.6,8.285714286,0,25.89285714,11.7,31.07142857,7,50.75,12.4,227.8571429,11,2.071428571,0.5,41.42857143,4.6,932.1428571,17.1,6.214285714,3.4,41.42857143,20.1,50.75,14.9,1035.714286,21.2,227.8571429,14.1,10.35714286,5.8,2.589285714,1
2,293,29.3,6.1,7.325,4.8,15.69642857,6.4,14.65,9.7,20.92857143,9.7,37.67142857,3.4,8.371428571,0,26.16071429,12.1,31.39285714,8.4,51.275,15.7,230.2142857,13.7,2.092857143,1,41.85714286,6.2,941.7857143,19.8,6.278571429,3.5,41.85714286,20.8,51.275,10.9,1046.428571,19.2,230.2142857,14.1,10.46428571,5.4,2.616071429,1
3,288,28.8,2.3,7.2,1.6,15.42857143,2.8,14.4,1.1,20.57142857,2.9,37.02857143,2,8.228571429,0,25.71428571,9.4,30.85714286,4.7,50.4,1.1,226.2857143,7.3,2.057142857,0.4,41.14285714,3.9,925.7142857,9.1,6.171428571,2.5,41.14285714,7,50.4,2.2,1028.571429,10.3,226.2857143,9.9,10.28571429,2.5,2.571428571,0.3
4,254,25.4,3.5,6.35,1.5,13.60714286,3.8,12.7,1.8,18.14285714,3.1,32.65714286,2.1,7.257142857,0,22.67857143,5.9,27.21428571,3.2,44.45,3.3,199.5714286,4.1,1.814285714,0.3,36.28571429,3.4,816.4285714,11.5,5.442857143,1.6,36.28571429,6.1,44.45,2,907.1428571,13.9,199.5714286,8.8,9.071428571,1.9,2.267857143,0.7
5,275,27.5,8.7,6.875,4.5,14.73214286,7.9,13.75,7.1,19.64285714,9.3,35.35714286,3.2,7.857142857,0,24.55357143,11.7,29.46428571,7.2,48.125,14.3,216.0714286,11.7,1.964285714,0.9,39.28571429,5.8,883.9285714,20.4,5.892857143,3.6,39.28571429,18.7,48.125,11.4,982.1428571,20.2,216.0714286,13.2,9.821428571,4.9,2.455357143,1
6,260,26,8.4,6.5,3.2,13.92857143,6.8,13,5,18.57142857,7.6,33.42857143,3,7.428571429,0,23.21428571,14.8,27.85714286,6,45.5,14.8,204.2857143,11.5,1.857142857,0.8,37.14285714,7.7,835.7142857,18.7,5.571428571,3.8,37.14285714,14.1,45.5,9.2,928.5714286,15.9,204.2857143,12.1,9.285714286,4.9,2.321428571,1
7,306,30.6,2.6,7.65,2.5,16.39285714,1.7,15.3,2.2,21.85714286,3.2,39.34285714,1.8,8.742857143,0,27.32142857,10.7,32.78571429,2.1,53.55,7.7,240.4285714,5.4,2.185714286,0.4,43.71428571,2.4,983.5714286,13.5,6.557142857,2.4,43.71428571,7.5,53.55,5.8,1092.857143,10.6,240.4285714,8.6,10.92857143,2.2,2.732142857,0.8
1,288,28.8,4.7,7.2,2.9,15.42857143,1.9,14.4,4.6,20.57142857,4.4,37.02857143,1.9,8.228571429,0,25.71428571,10.1,30.85714286,3.1,50.4,6.6,226.2857143,10.2,2.057142857,0.1,41.14285714,1.8,925.7142857,11.1,6.171428571,1.5,41.14285714,3.8,50.4,0.2,1028.571429,8,226.2857143,10.7,10.28571429,2.2,2.571428571,0.5
2,254,25.4,1.4,6.35,2.8,13.60714286,3,12.7,4.4,18.14285714,3.2,32.65714286,1.5,7.257142857,0,22.67857143,9.6,27.21428571,5.8,44.45,2.3,199.5714286,9.3,1.814285714,0.3,36.28571429,2.7,816.4285714,15.5,5.442857143,1.8,36.28571429,4.7,44.45,5.3,907.1428571,11,199.5714286,10,9.071428571,2.2,2.267857143,0.9
3,275,27.5,8.1,6.875,3.5,14.73214286,4.4,13.75,5,19.64285714,7,35.35714286,3,7.857142857,0,24.55357143,12.1,29.46428571,8.4,48.125,14.8,216.0714286,13.1,1.964285714,1.2,39.28571429,4,883.9285714,19.3,5.892857143,3.5,39.28571429,20,48.125,10.5,982.1428571,17.2,216.0714286,15.2,9.821428571,4.3,2.455357143,1
4,258,25.8,2.5,6.45,1.9,13.82142857,2.3,12.9,1.9,18.42857143,1.1,33.17142857,1.3,7.371428571,0,23.03571429,8.4,27.64285714,5.5,45.15,4,202.7142857,4.9,1.842857143,0.1,36.85714286,3.4,829.2857143,11.4,5.528571429,1.7,36.85714286,3.1,45.15,6.8,921.4285714,8.4,202.7142857,9.9,9.214285714,2.6,2.303571429,0.4
5,285,28.5,2.9,7.125,1.6,15.26785714,2.6,14.25,1,20.35714286,3.1,36.64285714,2,8.142857143,0,25.44642857,10.4,30.53571429,4.9,49.875,4.5,223.9285714,7.5,2.035714286,0.2,40.71428571,3.9,916.0714286,10.2,6.107142857,2.7,40.71428571,6.9,49.875,4.3,1017.857143,9.3,223.9285714,10.8,10.17857143,2.8,2.544642857,0.9
6,280,28,3.3,7,1.7,15,1.3,14,1.4,20,1.6,36,2.6,8,0,25,10.7,30,2.7,49,5.7,220,7.3,2,0.2,40,2.4,900,16.1,6,2.1,40,6.3,49,4.3,1000,9.9,220,8,10,2.9,2.5,0.9
7,260,26,4.6,6.5,2.2,13.92857143,3.7,13,1,18.57142857,2.2,33.42857143,1,7.428571429,0,23.21428571,7.5,27.85714286,4,45.5,8.4,204.2857143,5.6,1.857142857,0.2,37.14285714,1.7,835.7142857,13.9,5.571428571,2.2,37.14285714,7.5,45.5,3.3,928.5714286,10.8,204.2857143,10.9,9.285714286,2.9,2.321428571,0.5
1,256,25.6,5.2,6.4,3.8,13.71428571,8.1,12.8,6.6,18.28571429,6.3,32.91428571,3.4,7.314285714,0,22.85714286,13.6,27.42857143,6.8,44.8,12,201.1428571,13.8,1.828571429,0.7,36.57142857,5.1,822.8571429,21.5,5.485714286,3.2,36.57142857,19.8,44.8,9.7,914.2857143,21.3,201.1428571,12,9.142857143,5.1,2.285714286,1
2,268,26.8,5.6,6.7,4.3,14.35714286,7.8,13.4,9.3,19.14285714,7.6,34.45714286,3.4,7.657142857,0,23.92857143,13.2,28.71428571,7.3,46.9,15.7,210.5714286,12.1,1.914285714,1.2,38.28571429,6,861.4285714,22.2,5.742857143,3.9,38.28571429,8,46.9,14,957.1428571,15.4,210.5714286,11.9,9.571428571,3.9,2.392857143,1
3,299,29.9,1.7,7.475,2.5,16.01785714,1.8,14.95,1.1,21.35714286,1.2,38.44285714,1.2,8.542857143,0,26.69642857,7.5,32.03571429,3.6,52.325,3.1,234.9285714,6.6,2.135714286,0.1,42.71428571,3.2,961.0714286,12.4,6.407142857,2.3,42.71428571,2.8,52.325,2.9,1067.857143,7.5,234.9285714,8.5,10.67857143,1.6,2.669642857,0.1
4,301,30.1,4.3,7.525,2.9,16.125,2.8,15.05,4.9,21.5,2.4,38.7,2.6,8.6,0,26.875,6.7,32.25,5.5,52.675,2.7,236.5,4.3,2.15,0.2,43,2,967.5,15.6,6.45,2.4,43,2.5,52.675,6.4,1075,12.9,236.5,10.2,10.75,1.9,2.6875,0.6
5,264,26.4,5.4,6.6,4.6,14.14285714,7.5,13.2,8.7,18.85714286,5.9,33.94285714,3.5,7.542857143,0,23.57142857,14.4,28.28571429,7.4,46.2,10.8,207.4285714,13.8,1.885714286,1,37.71428571,5.7,848.5714286,21.8,5.657142857,3.7,37.71428571,10.1,46.2,13.5,942.8571429,20.6,207.4285714,13.1,9.428571429,4.6,2.357142857,1
6,261,26.1,2.6,6.525,1.3,13.98214286,1.8,13.05,4.9,18.64285714,4.5,33.55714286,2.6,7.457142857,0,23.30357143,7.5,27.96428571,3.4,45.675,6.4,205.0714286,4.8,1.864285714,0.4,37.28571429,3.9,838.9285714,13.3,5.592857143,2.1,37.28571429,6.8,45.675,0.1,932.1428571,11,205.0714286,9,9.321428571,1.7,2.330357143,0.3
7,256,25.6,4,6.4,1.1,13.71428571,1.4,12.8,4.9,18.28571429,2.8,32.91428571,2.7,7.314285714,0,22.85714286,7.7,27.42857143,2.3,44.8,4.7,201.1428571,5.8,1.828571429,0.4,36.57142857,3.9,822.8571429,14.8,5.485714286,1.3,36.57142857,6.8,44.8,5.8,914.2857143,8.7,201.1428571,8,9.142857143,2.6,2.285714286,0.8
1,293,29.3,5.2,7.325,4.9,15.69642857,6.1,14.65,7.3,20.92857143,9.6,37.67142857,3.8,8.371428571,0,26.16071429,11.9,31.39285714,7.1,51.275,15.9,230.2142857,11.8,2.092857143,1,41.85714286,5.8,941.7857143,26.2,6.278571429,3.7,41.85714286,19.4,51.275,13.2,1046.428571,16.6,230.2142857,15.7,10.46428571,4.6,2.616071429,1
2,293,29.3,3.1,7.325,2.9,15.69642857,2.8,14.65,1.6,20.92857143,4.5,37.67142857,1.9,8.371428571,0,26.16071429,7,31.39285714,2,51.275,4.8,230.2142857,4.6,2.092857143,0.3,41.85714286,3,941.7857143,13.9,6.278571429,2.7,41.85714286,5.1,51.275,0.2,1046.428571,6.2,230.2142857,7.6,10.46428571,2.8,2.616071429,0.1
3,254,25.4,6.8,6.35,3.2,13.60714286,5.6,12.7,8.8,18.14285714,6.9,32.65714286,3,7.257142857,0,22.67857143,12.7,27.21428571,8.2,44.45,9.1,199.5714286,12,1.814285714,1.2,36.28571429,6.4,816.4285714,17.4,5.442857143,3.9,36.28571429,17.8,44.45,8,907.1428571,18.7,199.5714286,11.1,9.071428571,3.6,2.267857143,1
4,256,25.6,7.2,6.4,3.5,13.71428571,8.4,12.8,6.7,18.28571429,5.3,32.91428571,3.5,7.314285714,0,22.85714286,11.4,27.42857143,7.9,44.8,11.7,201.1428571,13,1.828571429,1.1,36.57142857,5.7,822.8571429,18.3,5.485714286,3.5,36.57142857,9.1,44.8,12.8,914.2857143,20.2,201.1428571,11.4,9.142857143,5.8,2.285714286,1
5,251,25.1,4.1,6.275,1.7,13.44642857,3.1,12.55,2.4,17.92857143,3.3,32.27142857,1.4,7.171428571,0,22.41071429,6.1,26.89285714,3.9,43.925,1.3,197.2142857,8.6,1.792857143,0.4,35.85714286,3.8,806.7857143,15.3,5.378571429,1.1,35.85714286,7.1,43.925,0,896.4285714,9.6,197.2142857,7.1,8.964285714,2.9,2.241071429,0.5
6,285,28.5,6.4,7.125,4.4,15.26785714,7.5,14.25,8.2,20.35714286,9.9,36.64285714,3.1,8.142857143,0,25.44642857,11.9,30.53571429,6.6,49.875,9.8,223.9285714,12.3,2.035714286,0.5,40.71428571,5.8,916.0714286,23,6.107142857,3.9,40.71428571,15.1,49.875,13.1,1017.857143,19.1,223.9285714,12.8,10.17857143,3.8,2.544642857,1
7,297,29.7,3.4,7.425,2.9,15.91071429,2.9,14.85,3.9,21.21428571,4.8,38.18571429,1.6,8.485714286,0,26.51785714,9,31.82142857,5,51.975,1.8,233.3571429,5.7,2.121428571,0.2,42.42857143,3.8,954.6428571,9.4,6.364285714,1.3,42.42857143,4.5,51.975,6.9,1060.714286,13.5,233.3571429,8.4,10.60714286,1.5,2.651785714,0.1
1,286,28.6,7.5,7.15,4.1,15.32142857,4.5,14.3,9.1,20.42857143,9.7,36.77142857,3.2,8.171428571,0,25.53571429,13.8,30.64285714,7.9,50.05,12,224.7142857,12.4,2.042857143,1,40.85714286,6.7,919.2857143,26.8,6.128571429,3.2,40.85714286,8.8,50.05,11.9,1021.428571,15.9,224.7142857,14.9,10.21428571,3.5,2.553571429,1
2,281,28.1,7,7.025,3,15.05357143,4.5,14.05,5.3,20.07142857,8.9,36.12857143,3.7,8.028571429,0,25.08928571,12.2,30.10714286,6.6,49.175,11.6,220.7857143,11.6,2.007142857,1,40.14285714,7.2,903.2142857,24.1,6.021428571,3.1,40.14285714,15.9,49.175,10.6,1003.571429,17.6,220.7857143,14.7,10.03571429,5.7,2.508928571,1
3,252,25.2,2.6,6.3,2,13.5,1.2,12.6,4,18,3.8,32.4,1.9,7.2,0,22.5,4.5,27,4.1,44.1,2.9,198,10.6,1.8,0.4,36,2.1,810,15.4,5.4,1.3,36,6.5,44.1,4.3,900,6.4,198,8.3,9,1.7,2.25,0.8
4,264,26.4,5.9,6.6,3.2,14.14285714,4.3,13.2,6.2,18.85714286,5.7,33.94285714,3.1,7.542857143,0,23.57142857,14.3,28.28571429,6.1,46.2,14.8,207.4285714,13.4,1.885714286,1.2,37.71428571,6.1,848.5714286,22.2,5.657142857,3,37.71428571,12.3,46.2,13.8,942.8571429,17.1,207.4285714,15.5,9.428571429,4.7,2.357142857,1
5,250,25,5.5,6.25,3,13.39285714,8.3,12.5,9.8,17.85714286,6,32.14285714,3.1,7.142857143,0,22.32142857,13.4,26.78571429,7.8,43.75,13,196.4285714,11.7,1.785714286,0.9,35.71428571,5.6,803.5714286,21,5.357142857,3,35.71428571,8.4,43.75,11.1,892.8571429,20.4,196.4285714,12.3,8.928571429,4.6,2.232142857,1
6,295,29.5,3,7.375,2,15.80357143,3.2,14.75,1.7,21.07142857,1.4,37.92857143,1.1,8.428571429,0,26.33928571,7.1,31.60714286,4.8,51.625,3,231.7857143,7,2.107142857,0.4,42.14285714,3.2,948.2142857,15.2,6.321428571,2.2,42.14285714,2.1,51.625,1.9,1053.571429,10.1,231.7857143,7.5,10.53571429,2,2.633928571,0.8
7,276,27.6,5.6,6.9,3.3,14.78571429,5.6,13.8,9.2,19.71428571,9.9,35.48571429,3.9,7.885714286,0,24.64285714,11.2,29.57142857,8.3,48.3,11.6,216.8571429,12.2,1.971428571,0.9,39.42857143,5.6,887.1428571,17.1,5.914285714,3.6,39.42857143,14.4,48.3,10.3,985.7142857,16.9,216.8571429,14.1,9.857142857,3.7,2.464285714,1
